Sample Type,File Name,Sample ID,Comment,Path,Instrument Method,Process Method,Position,Inj Vol,Filepath,Method,batch,file_no,instrument
qstd_standard,MT_20210726_003,Qstd_20210726_1_003,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:A3,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_003.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1805,IDX
qstd_standard,MT_20210726_004,Qstd_20210726_1_004,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:A3,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_004.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1806,IDX
qstd_standard,MT_20210726_005,Qstd_20210726_1_005,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:A3,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_005.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1807,IDX
qstd_standard,MT_20210726_006,Qstd_20210726_1_006,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:A3,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_006.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1808,IDX
qstd_standard,MT_20210726_007,Qstd_20210726_1_007,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:A3,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_007.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1809,IDX
qstd_standard,MT_20210726_008,Qstd_20210726_1_008,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:A3,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_008.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1810,IDX
qstd_standard,MT_20210726_009,Qstd_20210726_1_009,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:A3,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_009.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1811,IDX
qstd_standard,MT_20210726_010,Qstd_20210726_1_010,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:A3,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_010.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1812,IDX
qstd_standard_dda,MT_20210726_011,Qstd_DDA_20210726_1_001,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos_5min_DDA,,Y:A3,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_011.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos_5min_DDA,1,1813,IDX
qstd_standard_dda,MT_20210726_012,Qstd_DDA_20210726_1_002,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg_5min_DDA,,Y:A3,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_012.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg_5min_DDA,1,1814,IDX
nist,MT_20210726_013,NIST_20210726_1_001,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:A4,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_013.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1815,IDX
nist,MT_20210726_014,NIST_20210726_1_002,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:A4,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_014.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1816,IDX
blank,Blank_20210726_003,Blank_20210726_1_003,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:A1,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___Blank_20210726_003.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1817,IDX
blank,Blank_20210726_004,Blank_20210726_1_004,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:A1,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___Blank_20210726_004.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1818,IDX
pooled,MT_20210726_015,Pooled_Sample_20210726_1_001,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:A5,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_015.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1819,IDX
pooled,MT_20210726_016,Pooled_Sample_20210726_1_002,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:A5,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_016.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1820,IDX
pooled_dda,MT_20210726_017,Pooled_Sample_DDA_20210726_1_001,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos_5min_DDA,,Y:A5,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_017.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos_5min_DDA,1,1821,IDX
pooled_dda,MT_20210726_018,Pooled_Sample_DDA_20210726_1_002,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg_5min_DDA,,Y:A5,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_018.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg_5min_DDA,1,1822,IDX
unknown,MT_20210726_019,90010_3_249141_E1_001,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:B1,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_019.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1823,IDX
unknown,MT_20210726_020,90010_3_249141_E1_002,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:B1,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_020.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1824,IDX
unknown,MT_20210726_021,90010_6_249160_F9_001,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:B2,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_021.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1825,IDX
unknown,MT_20210726_022,90010_6_249160_F9_002,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:B2,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_022.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1826,IDX
unknown,MT_20210726_023,90010_7_249154_C2_001,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:B3,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_023.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1827,IDX
unknown,MT_20210726_024,90010_7_249154_C2_002,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:B3,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_024.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1828,IDX
unknown,MT_20210726_025,90010_1_249146_E5_001,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:B4,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_025.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1829,IDX
unknown,MT_20210726_026,90010_1_249146_E5_002,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:B4,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_026.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1830,IDX
unknown,MT_20210726_027,90010_2_249146_C3_001,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:B5,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_027.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1831,IDX
unknown,MT_20210726_028,90010_2_249146_C3_002,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:B5,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_028.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1832,IDX
unknown,MT_20210726_029,90025_3_249158_B8_001,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:B6,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_029.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1833,IDX
unknown,MT_20210726_030,90025_3_249158_B8_002,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:B6,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_030.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1834,IDX
unknown,MT_20210726_031,90025_1_249156_G4_001,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:B7,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_031.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1835,IDX
unknown,MT_20210726_032,90025_1_249156_G4_002,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:B7,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_032.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1836,IDX
unknown,MT_20210726_033,90025_7_249149_H3_001,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:B8,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_033.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1837,IDX
unknown,MT_20210726_034,90025_7_249149_H3_002,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:B8,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_034.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1838,IDX
unknown,MT_20210726_035,90025_6_249148_C1_001,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:B9,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_035.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1839,IDX
unknown,MT_20210726_036,90025_6_249148_C1_002,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:B9,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_036.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1840,IDX
unknown,MT_20210726_037,90025_2_249141_B7_001,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:C1,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_037.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1841,IDX
unknown,MT_20210726_038,90025_2_249141_B7_002,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:C1,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_038.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1842,IDX
unknown,MT_20210726_039,90036_3_249152_I6_001,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,,Y:C2,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_039.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_HILIC_pos120Kres5min,1,1843,IDX
unknown,MT_20210726_040,90036_3_249152_I6_002,1,D:\IDX_Data\Maheshwor\Proj-201-Li-20210607-ZosterVac_ImmunoMetabolomics\HILIC_posRPneg\Batch 1,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,,Y:C2,2,/Users/mitchjo/Documents/pcpfm_submission/supplemental/RO1_plasma_mzml/raw_batch1_07262021_MT___MT_20210726_040.mzML,C:\Xcalibur\methods\MT\Metabolomics_Method\20210212_MT_RPneg120Kres5min,1,1844,IDX
